title,link,date,content
Pentingnya Bersihkan CVT Sepeda Motor,https://otomotif.kompas.com/read/2024/09/06/183100015/pentingnya-bersihkan-cvt-sepeda-motor,6 September 2024,"JAKARTA, KOMPAS.com - Sebagaimana komponen lain pada sepeda motor, CVT juga perlu untuk diperhatikan sebagai upaya menjaga kebugaran kendaraan. Apalagi, dijelaskan Training Analyst Wahana Makmur Sejati (WMS), Wahyu Budhi menjelaskan, CVT merupakan komponen penggerak yang digunakan pada sepeda motor matik. Komponen ini juga perlu dilakukan perawatan secara rutin ketika sudah digunakan lebih dari 8.000 km, dan akan diganti setiap 24.000 km.   ""CVT selalu dilengkapi busa yang berfungsi sebagai filter untuk melindungi karet CVT dan juga roller dari debu dan kotoran,"" ujar dia kepada Kompas.com, Jumat (6/9/2024). ""Busa pada CVT ini harus dibersihkan secara rutin supaya tidak terjadi kerusakan yang fatal akibat debu dan kotoran masuk dalam mesin,"" lanjut Wahyu. Maka, semakin sering sepeda motor digunakan, maka akan semakin cepat busa CVT menjadi kotor. ""Kalau sekiranya busa ini sudah sulit untuk dibersihkan, pengguna bisa mengganti busa CVT dengan yang baru untuk menjaga performa sepeda motor tetap prima,"" ucapnya. CVT juga bisa dibersihkan, baik dengan cara mandiri maupun datang langsung ke bengkel resmi. Adapun bagian CVT yang bisa dibersihkan adalah pulley depan dan belakang, roller, belt, rumah roller, dan kampas ganda.   ""Ada beberapa orang bilang bisa membersihkan CVT motor matic dengan air sabun bisa dilakukan, tetapi harus dibilas sampai bersih dan kering. Jika tidak dibilas sampai bersih, air sabun bisa membuat CVT menjadi kerak,"" kata dia. ""Ada juga yang bilang jangan pernah membersihkan busa CVT ini menggunakan sabun dan air, lalu mengeringkannya. Cara ini akan membuat bagian CVT menjadi lebih cepat rusak,"" lanjut Wahyu. "
PON Aceh-Sumut: Kontingen Jatim Raih Emas Cabor Balap Sepeda Gunung,https://medan.kompas.com/read/2024/09/05/172107078/pon-aceh-sumut-kontingen-jatim-raih-emas-cabor-balap-sepeda-gunung,5 September 2024,"KARO, KOMPAS.com- Kontingen Provinsi Jawa Timur berhasil mencatatkan waktu tercepat dalam Cabang Olahraga (Cabor) balap sepeda gunung (MTB) kategori XCR, Kamis (5/9/2024). Hasil yang diperoleh oleh ketiga atlet balap sepeda cross country antar tim ini, membuat kontingen Jawa Timur berhasil menambah perolehan emas di ajang Pekan Olahraga Nasional (PON) XXI Aceh Sumut, di track balap yang diselenggarakan di Tahura, Berastagi, Sumatera Utara. Ketiga pembalap dari Kontingen Jawa Timur masing-masing, Bima Jamaludin Abdul Jafarob, Elvia Tri Wulandar, dan Adrian Kurniawan. Ketiganya berhasil menorehkan waktu tercepat dengan total waktu 42:55,647. Kontingen Jawa Timur ini berhasil meninggalkan dua kontingen lainnya yaitu Jawa Barat dengan perolehan total waktu 44:00,542, dan kontingen Bali dengan perolehan waktu 44:33,260. Pelatih Kepala Kontingen Jawa Timur Sugeng Tri Hartono mengucap syukur dengan pencapaian yang ditorehkan oleh ketiga atletnya. Terlebih, ini merupakan medali pertama yang didapat dari cabor balap sepeda gunung (MTB). ""Kita mengucapkan syukur dan luar biasa kepada atlet kita bisa mendapatkan medali emas, apalagi ini sesi pertama saya rasa pressure-nya cukup besar,"" ujar Sugeng. Sugeng mengatakan, tiga lap berjalan dramatis. Di mana, di lap pertama dan kedua, atlet dari kontingen Jawa Timur sempat tertinggal dengan pembalap dari kontingen Jawa Barat yang kini mendapatkan medali perak. Dikatakannya, di lap ketiga sempat tertinggal dari kontingen Jawa Barat selama sekitar 50 detik sampai 1 menit. Namun, dia bersyukur pembalap di lap ketiga bisa menorehkan waktu dengan baik hingga bisa menyusul dengan waktu tercepat. ""Namun itulah semua bisa terjadi di lintasan. Alhamdulillah tim kami bisa mendapatkan medali emas,"" ucapnya. Sugeng mengatakan, hasil hari ini merupakan momen baik dan menjadi semangat bagi atlet-atlet yang akan bertanding esok hari hingga tanggal 9 September. Besok, kontingen Jawa Timur akan kembali menurunkan atletnya di nomor XCO putra dan putri. ""Tentunya apa yang menjadi target kita, terutama dari KONI Jawa Timur bisa tercapai, terlebih di nomor putra,"" katanya. Di cabor balap sepeda gunung yang ditandingkan di Tahura Berastagi, ada empat medali lagi yang diperebutkan dari berbagai nomor. "
Kenapa Putar Balik Pakai Motor ke Arah Kanan Lebih Sulit?,https://otomotif.kompas.com/read/2024/09/04/080200515/kenapa-putar-balik-pakai-motor-ke-arah-kanan-lebih-sulit-,4 September 2024,"JAKARTA, KOMPAS.com - Meski terkesan sederhana melakukan putar balik menggunakan sepeda motor tidak semudah kelihatannya. Salah-salah motor justru bisa ambruk. Diakui atau tidak maniver putar balik menggunakan motor lebih mudah dilakukan jika putar ke arah kiri bukan kanan. Apa sebabnya?   Agus Sani, Head of Safety Riding Promotion Wahana mengatakan, putar balik ke kanan menggunakan motor lebih sulit karena tangan kanan harus menyelaraskan dengan tuas gas. “Saat kita manuver putar balik ke kanan otomatis kita harus bisa menyesuaikan gas dengan tangan kanan kita yang menekuk,” kata Agus kepada Kompas.com, Selasa (3/9/2024). Itu sebabnya tak sedikit orang yang “kagok” saat putar balik di jalan raya. Karena Indonesia menganut jalan di kiri maka putar balik berada di bagian kanan.   Agus menambahkan, putar balik ke arah kanan juga lebih sulit terutama untuk motor bebek dan motor sport yang rem belakangnya berada di kaki kanan. “Selain itu juga pedal rem belakang yang posisinya di bagian kaki kanan jika mengendarai motor cub atau sport, menjadi cukup sulit ruang geraknya,” katanya. “Berbeda saat kita putar balik ke kiri, bagian tangan kanan dan kaki kanan memiliki ruang gerak yang bebas yang membuat kita lebih mudah untuk manuver,” ujar Agus. "
Pramono Ingin Bangun Jembatan Layang Khusus Motor dan Sepeda,https://megapolitan.kompas.com/read/2024/09/02/20560521/pramono-ingin-bangun-jembatan-layang-khusus-motor-dan-sepeda,2 September 2024," JAKARTA, KOMPAS.com - Bakal calon Gubernur Jakarta Pramono Anung ingin membangun elevated atau jembatan layang khusus untuk sepeda dan motor jika terpilih menjadi gubernur di Pilkada 2024. Pembangunan jembatan layang khusus untuk sepeda dan motor itu untuk mengatasi masalah kemacetan di Jakarta. “Kalau perlu dibuatkan elevated, elevated buat siapa? Khusus untuk sepeda dan motor. Supaya di bawah kemacetan berkurang banyak di Sudirman-Thamrin. Ini contoh saja,” kata Pramono di Gondangdia, Menteng, Jakarta Pusat, Senin (2/9/2024). Baca juga: Pramono: Peninggalan Anies di JIS Sudah Baik, tapi Infrastrukturnya Masih Kurang Mantan Sekretaris Jenderal (Sekjen) Partai Demokrasi Indonesia Perjuangan (PDI-P) itu menambahkan, saat ini beberapa negara maju sudah mempunyai jembatan layang khusus untuk sepeda dan motor. Oleh karenanya, dia ingin menerapkan di Jakarta karena pedestrian di wilayah Sudirman hingga Thamrin dianggap tidak termanfaatkan dengan baik. “Sekarang, negara-negara yang sudah baik, jalur sepeda itu tidak menjadi satu dengan jalur mobil, selalu elevated,” ujar Pramono. Baca juga: Sopir Truk Trailer di Jakut Keluhkan Aksi “Anak Asmoro” ke Pramono Anung “Kan kita bisa juga kalau kita lihat sepanjang jalan kaki (di) Sudirman-Thamrin, (jalur) jalan kakinya tidak termanfaatkan secara maksimal. Padahal, bagus banget. Harus diakui, jalur pedestrian kita bagus banget,” lanjut dia. Meski begitu, Pramono mengaku tetap akan melanjutkan beberapa kebijakan dari Gubernur Jakarta sebelumnya. “Ya kalau saya diberikan kesempatan, siapapun termasuk yang dilakukan Sutiyoso, Bang Foke, Mas Anies, Ahok, Pak Heru, saya lanjutkan. Termasuk Pak Jokowi, kan pernah menjadi gubernur juga,” pungkas Pramono. "
Ini yang Terjadi jika Terlambat Bayar Pajak Kendaraan Bermotor,https://www.kompas.com/tren/read/2024/09/01/083000365/ini-yang-terjadi-jika-terlambat-bayar-pajak-kendaraan-bermotor,1 September 2024,"KOMPAS.com - Pemilik kendaraan bermotor wajib membayar pajak tahunan dan lima tahunan. Kewajiban membayar pajak kendaraan ini diatur dalam Undang-Undang Nomor 28 Tahun 2009 tentang Pajak Daerah dan Retribusi Daerah. Pajak kendaraan bermotor adalah pajak atas kepemilikan dan/atau penguasaan kendaraan bermotor. Besaran pajak yang harus dibayarkan bervariasi, bergantung nilai jual kendaraan. Pajak yang dibayarkan oleh pemilik kendaraan bermotor bentuk kontribusi dalam pembangunan daerah. Uang pajak kendaraan bermotor akan dikelola oleh pemerintah provinsi untuk menyediakan fasilitas jalan bagi kendaraan bermotor dan pembangunan fasilitas umum lainnya yang menjadi wewenang pemerintah daerah. Lantas, apa yang terjadi jika telat membayar pajak motor?  Ketika membayar pajak kendaraan, pemilik sepeda motor juga membayar Sumbangan Wajib Dana Kecelakaan Lalu Lintas Jalan (SWDKLLJ). Jika pemilik sepeda motor terlambat membayar pajak dan SWDKLLJ, akan mendapat sejumlah konsekuensi. Pembayaran pajak kendaraan bermotor dilakukan setiap tahun sesuai dengan tanggal jatuh tempo. Berikut konsekuensi yang diterima apabila telat bayar pajak kendaraan sepeda motor: Mengacu Peraturan Menteri Keuangan No. 16 Tahun 2017, pemilik kendaraan bermotor bisa dikenai denda, jika terlambat bayar pajak sesuai tanggal jatuh tempo yang tertulis dalam STNK. Besaran SWDKLLJ berbeda untuk kendaraan roda dua atau roda empat. Untuk kendaraan roda dua atau sepeda motor sebesar Rp 32.000, sedangkan kendaraan roda empat atau mobil adalah Rp 100.000. Berikut ketentuan besaran denda telat bayar pajak: Selanjutnya, disebutkan dalam Pasal 7 ayat 4 bahwa denda sebagaimana dimaksud pada ayat (3) dikenakan paling besar Rp 100.000. "
"Kalau Motor Wajib Pakai ABS, Harganya Jadi Lebih Mahal?",https://otomotif.kompas.com/read/2024/08/28/190100115/kalau-motor-wajib-pakai-abs-harganya-jadi-lebih-mahal-,28 Agustus 2024,"JAKARTA, KOMPAS.com - Belum lama ini pemerintah Malaysia mengumumkan mewajibkan mulai 1 Januari 2025, sepeda motor berkapasitas 150 cc ke atas untuk memakai piranti anti-lock braking system (ABS). Menyikapi keputusan tersebut di negara tetangga, Ketua Subkomite Lalu Lintas Angkutan Jalan Komite KNKT Ahmad Wildan mengatakan, mendukung bila pemerintah melakukan hal yang serupa. Menurut Wildan, Indonesia bisa melakukan hal serupa. Dia percaya kalaupun motor wajib ABS calon konsumen tidak akan diberatkan sebab sebetulnya harga ABS tidak mahal.   ""Sebetulnya tidak ada, harganya sendiri tidak terpaut jauh harga non ABS dan ABS tidak terlalu jauh,"" kata Wildan kepada Kompas.com, belum lama ini. Menurut Wildan, seharusnya harga motor yang pakai ABS tidak lebih mahal dari Rp 1 juta ketimbang yang tidak pakai ABS. ""Kami harapkan bedanya tidak akan lebih dari Rp 1 juta, perbedaannya Rp 500.000-an cukup,"" kata Wildan. ""Sementara manfaatnya tinggi, yang mesti ditekan itu perbedaan harganya jangan sampai mahal sedangkan harga ABS-nya sendiri tidak mahal, murah,"" kata Wildan.   ""Kalau misalkan dari produksi sudah dipasang itu seharusnya tidak boleh lebih dari Rp 1 juta,"" ujar Wildan. Wildan mengatakan, ABS penting di motor karena memang teknologi yang dirancang untuk mengurangi risiko roda selip saat pengendara motor melakukan pengereman keras. “Rem ABS adalah sebuah teknologi yang digunakan pada kendaraan roda empat ke atas maupun roda dua untuk mengurangi risiko selip yang terjadi karena roda terkunci pada saat pengemudi melakukan hard braking pada kecepatan tinggi di jalan yang cukup licin,” katanya.   Pada sisi lain, Teuku Agha, 2W Sales & Marketing Department Head PT Suzuki Indomobil Sales (SIS), sebagai Agen Pemegang Merek (APM) Suzuki mengatakan pasti ada implikasi harga. Menurut Agha, tiap APM akan menawarkan banderol yang berbeda tergantung dari merek ABS yang digunakan, namun hitungan kasarnya kenaikan harga bakal lebih dari Rp 1 juta. ""Mungkin tiap pabrik bisa beda-beda ya, tergantung merek ABS-nya. Kalau Suzuki bisa sekitar Rp 2 juta sampai dengan Rp 3 juta,” kata Agha kepada Kompas.com. "
Video Mobil Damkar Tabrak Sepeda Motor yang Parkir di Pinggir Jalan,https://otomotif.kompas.com/read/2024/08/27/101200215/video-mobil-damkar-tabrak-sepeda-motor-yang-parkir-di-pinggir-jalan,27 Agustus 2024,"SOLO, KOMPAS.com - Beredar video di media sosial yang memperlihatkan mobil pemadam kebakaran menabrak sepeda motor di pinggir jembatan. Video tersebut diunggah oleh akun Instagram @mood.jakarta, di mana mobil Dinas Pemadam Kebakaran (Damkar) Kota Samarinda, Kalimantan Timur menabrak tiga sepeda motor karena dianggap menghalangi armada menuju lokasi kebakaran. “Tabrakan itu terjadi di atas jembatan Jalan Perniagaan, Kecamatan Samarinda Ulu pada Jumat (23/8) pukul 08.10 Wita. Mobil damkar mulanya hendak menuju kebakaran yang berada di wilayah Kelurahan Dadi Mulya,” tulis akun tersebut.  Peristiwa seperti ini masih saja terjadi, dan membuat laju kendaraan prioritas seperti mobil pemadam kebakaran ini terhalang. Sony Susmana, Training Director Safety Defensive Consultant Indonesia (SDCI), mengatakan, dari semua kendaraan prioritas itu yang nomor satu adalah damkar, bahkan mengalahkan kepala negara sekalipun, artinya apapun dan siapapun yang menghambat tugasnya harus diterabas. “Biasakan untuk tidak memarkirkan kendaraan bukan pada tempatnya, apalagi pinggir jalan. Bahkan, jika tertabrak itu adalah risiko dari cara berpikir terbodoh yang pernah ada, boro-boro minta ganti, nanti ujung-ujungnya justru dipidanakan oleh petugas damkar,” kata Sony kepada Kompas.com, Senin (26/8/2024). Sony menyarankan, setiap masyarakat harus pasang telinga jika mendengar suara sirine, dan segera cari sumbernya. Jika mengarah ke kalian maka segera menyingkir dan buka jalan. Menurutnya, tidak ada aturan yang melarang pengendara kendaraan bermotor untuk sunmori atau yang lainnya, namun tetap harus ingat dan patuhi aturan. “Tidak ada satupun aturan yang melarang para pengendara untuk jalan-jalan sore (JJS) atau sunmori, namun hanya tetap patuhi aturan berlalu lintas,” kata Sony. "
"Semarang Merdeka Flower Festival 2024 Berlangsung Lebih Meriah, Ada Pawai Sepeda hingga Mobil Berhias Bunga",https://regional.kompas.com/read/2024/08/25/110118378/semarang-merdeka-flower-festival-2024-berlangsung-lebih-meriah-ada-pawai,25 Agustus 2024,"KOMPAS.com – Pemerintah Kota (Pemkot) Semarang melalui Dinas Kebudayaan dan Pariwisata (Disbudpar) menggelar Semarang Merdeka Flower Festival 2024 yang berpusat di Lapangan Pancasila, Simpang Lima, Kota Semarang, Jawa Tengah, Sabtu (24/8/2024). Acara tersebut merupakan bagian rangkaian peringatan Hari Ulang Tahun (HUT) Ke-79 Republik Indonesia yang digelar Pemkot Semarang selama tiga hari, yakni Jumat (23/8/2024) hingga Minggu (25/8/2024). Bersamaan dengan acara itu, Pemkot Semarang juga menggelar Festival Musik Semarjamu. Pada Jumat, terdapat Pameran Industri Kreatif dan Semarang Fashion Design Competition oleh Dinas Perindustrian. Sementara, pada Minggu, acara dimeriahkan dengan lomba masak antar-chef pada PHRI Vaganza. Wali Kota Semarang Hevearita Gunaryanti Rahayu mengatakan bahwa Semarang Merdeka Flower Festival 2024 lebih semarak ketimbang tahun sebelumnya. Pasalnya, festival ini diikuti ratusan peserta, mulai dari perusahaan, badan usaha milik negara (BUMN), badan usaha milik daerah (BUMD), organisasi perangkat daerah (OPD), hingga anak-anak sekolah. “Berbeda dari sebelumnya, tahun ini kami juga melibatkan anak-anak sekolah dengan sepeda hiasnya. Mereka menaiki sepeda hias, sedangkan untuk kecamatan menggunakan roda tiga yang berhias bunga 50 persen asli,” ucap wanita yang akrab disapa Mbak Ita dalam siaran pers yang diterima Kompas.com, Minggu. Drumband dari Akademi Kepolisian (Akpol) berada pada barisan pertama di Semarang Merdeka Flower Festival. Barisan ini diikuti Wali Kota Semarang bersama forum koordinasi pimpinan daerah (forkopimda) dan OPD dengan menggunakan sepeda hias. Selanjutnya, ada 225 anak-anak sekolah mengikuti barisan tersebut dan disusul 40 kendaraan roda tiga berhiaskan bunga dari kecamatan dan kelurahan. Barisan berikutnya dimeriahkan 18 kendaraan mobil hias dari OPD, perusahaan, BUMD, dan BUMN. Tampak hadir pula Wakil Komisi X DPR RI Agustina Wilujeng dan Kepala Kepolisian Resor Kota Besar (Kapolrestabes) Semarang Komisaris Besar Polisi (Kombes Pol) Irwan Anwar dan sejumlah kepala OPD Pemkot Semarang Mbak Ita menambahkan bahwa gelaran tahun ini mendapat antusiasme tinggi dari masyarakat. Oleh sebab itu, pihaknya melakukan pembatasan. Kepala Disbudpar Kota Semarang Wing Wiyarso mengatakan, kemeriahan acara tersebut tak terlepas dari pelibatan berbagai elemen masyarakat. ""Kali ini memang lebih meriah karena melibatkan seluruh lapisan masyarakat dan tentunya ini merupakan salah satu rangkaian peringatan HUT RI,” ucap Wing. "
"Truk Tabrak Sepeda Motor di Sumba Timur, 4 Tewas, 21 Luka",https://regional.kompas.com/read/2024/08/23/104849478/truk-tabrak-sepeda-motor-di-sumba-timur-4-tewas-21-luka,23 Agustus 2024,"KUPANG, KOMPAS.com - Kecelakaan terjadi di Desa Kaliuda, Kecamatan Pahunga Lodu, Kabupaten Sumba Timur, Nusa Tenggara Timur (NTT), Kamis (22/8/2024) kemarin. Dump truck bernomor polisi ED 8713 D yang ditumpangi puluhan warga Kabupaten Sumba Tengah, bertabrakan dengan sepeda motor jenis Honda Verza bernomor polisi ED 4459 AI. Motor tersebut dikendarai Dominggus Yiwa Lakar, warga Desa Pamburu, Kecamatan Pahunga Lodu, Kabupaten Sumba Timur. Akibat tabrakan itu, empat orang meninggal dunia dan 21 orang luka. Kepala Bidang Hubungan Masyarakat Kepolisian Daerah NTT Komisaris Besar Polisi Ariasandy mengatakan, empat orang yang meninggal itu, adalah warga Kabupaten Sumba Tengah. ""Data yang kita himpun, korban meninggal itu dua perempuan dan dua laki-laki,"" kata Ariasandy, kepada Kompas.com, Jumat (23/8/2024). Dia memerinci, korban yang meninggal yakni Yohana Dama Miju, Elisabeth Habi Rej, Tonga Retan, dan Jeri Delu Pila. Tabrakan bermula ketika truk yang dikemudikan Sius Mbulaheha, warga Dusun 3, Desa Mata Desa, Kecamatan Umbu Ratunggay, Kabupaten Sumba Tengah, melaju dari arah Mangili-Wula Waijelu, Kabupaten Sumba Timur. Saat tiba di tanjakan di Wulumanu-Landa, Desa Kaliuda, Kecamatan Pahunga Lodu, Kabupaten Sumba Timur, truk bertemu dengan sepeda motor yang melaju dari arah Waijelu ke Mangili. Sopir tak bisa mengontrol setir mobil, sehingga mobil bergerak ke kanan badan jalan dan menabrak sepeda motor. Usai menabrak sepeda motor, truk langsung terbalik di badan jalan. Empat penumpang tewas di tempat kejadian. Lalu, lima orang luka berat termasuk pengendara sepeda motor dan 16 orang luka ringan. Korban tewas dibawa ke rumah duka untuk disemayamkan. Sedangkan luka berat dan luka ringan, menjalani perwatan medis di rumah sakit terdekat. "
"Video Viral Pengendara Sepeda Motor Masuk Jalan Tol, Polisi: Bisa Didenda Rp 5 Juta",https://www.kompas.com/tren/read/2024/08/20/153000365/video-viral-pengendara-sepeda-motor-masuk-jalan-tol-polisi--bisa-didenda-rp,20 Agustus 2024,"KOMPAS.com - Sebuah video yang merekam seorang perempuan membawa anaknya mengendarai sepeda motor di jalan tol, beredar di Instagram. Video itu diunggah oleh akun @benra**** pada Minggu (18/8/2024) dan hingga Senin (19/8/2024), telah dilihat lebih 20.000 kali. ""Utamakan Keselamatan dan Patuhi Aturan Lalu Lintas!! Perbanyak wawaan tentang berkendara supaya lebih aman bagi diri dan orang lain. Lokasi Jagorawi,"" tulis pengunggah. Dalam video tersebut, tampak seorang perempuan sedang mengendarai motor sambil membawa anaknya tanpa menggunakan helm. Kendaraannya juga terlihat tidak dipasang pelat nomor. Aksi pengendara motor itu pun menuai komentar dari warganet yang menilai aksi tersebut sangat berbahaya dan pemilik kendaraan seharusnya ditilang. Lantas, seperti apa sanksi bagi pengendara motor yang melintas di jalan tol?  Kepala Unit 5 Subdit Gakkum Ditlantas Polda Jateng, AKP Ryan Mitha Pangesty menjelaskan pengendara sepeda motor yang masuk ke jalan tol bisa dikenakan sanksi pidana penjara maksimal 14 hari atau denda paling banyak Rp 3 juta. Pemberian sanksi tersebut diatur dalam Undang-Undang Nomo 38 Tahun 2004 tentang Jalan Pasal 63 ayat 6. ""Berlaku bagi setiap orang selain pengguna jalan tol dan petugas jalan tol yang dengan sengaja memasuki jalan tol,"" kata Mitha, kepada Kompas.com, Senin (19/8/2024). Selain Pasal 63 ayat 6, pengendara sepeda motor juga bisa dekanakan pasal 64 ayat 4. Dalam pasal itu, setiap orang selain pengguna dan petugas jalan tol yang melintas karena kelalaian dikenakan sanksi yang lebih ringan, yakni kurungan maksimal 7 hari atau denda hingga Rp 1,5 juta. Adapun yang dimaksud pengguna jalan tol adalah kendaraan bermotor yang membayar tarif tol. Menurut Peraturan Pemerintah Nomo 23 tahun 2024 Pasal 65 kendaraan bermotor merujuk pada kendaraan roda empat atau lebih. Mitha mengungkapkan, pengawasan di jalan tol dilakukan petugas jalan tol berkoordinasi dengan polisi. Selain itu, polisi juga bisa menindak langsung apabila ditemukan motor yang masuk ke jalan tol saat sedang ada patroli jalan raya (PRJ). Direktur Lalu Lintas Polda Daerah Istimewa Yogyakarta (DIY), Kombes Pol Alfian Nurrizal mengungkapkan, sepeda motor bisa melintas di jalan tol yang memiliki jalur khusus. "
"Wacana Motor di Indonesia Wajib ABS, Harga Jual Bakal Lebih Mahal",https://otomotif.kompas.com/read/2024/08/19/151200115/wacana-motor-di-indonesia-wajib-abs-harga-jual-bakal-lebih-mahal,19 Agustus 2024,"JAKARTA, KOMPAS.com - Baru-baru ini muncul wacana adanya aturan sepeda motor wajib memakai peranti anti-lock braking system (ABS). Hal tersebut diajukan oleh Ketua Subkomite Lalu Lintas Angkutan Jalan Komite KNKT Ahmad Wildan, dengan tujuan untuk menekan angka kecelakaan fatal pengguna roda dua. “Ini sebenarnya yang kami ingin angkat, kami akan usulkan dalam wacana perubahan PP 55 Tahun 2012 tentang kendaraan itu akan dilakukan revisi,” ujar Wildan, kepada Kompas.com, belum lama ini. Kendati demikian, Wildan menyebut, saat ini pihaknya masih menggodok wacana perubahan mengenai PP 55 Tahun 2012. Dirinya belum bisa bicara kapan hal tersebut akan diajukan ke DPR. Terkait hal ini, Teuku Agha, 2W Sales & Marketing Department Head PT Suzuki Indomobil Sales (SIS), sebagai Agen Pemegang Merek (APM) Suzuki pasti akan mengikuti apa yang menjadi keputusan penyelenggara negara. Namun, di sisi lain konsumen harus siap jika nantinya akan ada kenaikan harga kendaraan.   “Mengenai kewajiban ABS untuk motor ya bagus-bagus saja, tetapi otomatis akan ada penambahan dari harga motor tersebut,” ucap Agha, saat dihubungi Kompas.com, Minggu (18/8/2024). Untuk besaran kenaikan harga, menurut Agha, setiap Agen Pemegang Merek (APM) akan menawarkan banderol yang berbeda. Tergantung dari merek ABS yang digunakan. “Mungkin tiap pabrik bisa beda-beda ya, tergantung merek ABS-nya. Kalau Suzuki bisa sekitar Rp 2 juta sampai dengan Rp 3 juta,” kata Agha. Sementara itu, Ryan Rahadian, Marketing Head TVS Motor Company Indonesia mengatakan, jika nanti aturan sepeda motor wajib memakai peranti ABS diterapkan pastinya akan ada implikasi ke harga sepeda motor. “Kalau mengenai itu pasti ada implikasi ke harga dan pasti akan dipikirkan lagi strategi harga yang tepat jika regulasi tersebut sudah resmi keluar. Tetapi untuk saat ini belum bisa memperkirakan (kenaikan harga),” kata Ryan. "
"Video Viral, Ducati Panigale V4S Hancur Tabrak Honda BeAT",https://otomotif.kompas.com/read/2024/08/19/082200815/video-viral-ducati-panigale-v4s-hancur-tabrak-honda-beat,19 Agustus 2024,"JAKARTA, KOMPAS.com - Belum lama ini, beredar video viral di media sosial memperlihatkan kecelakaan lalu lintas antara sesama pengendara sepeda motor. Pada video tersebut, disebutkan bahwa motor yang terlibat adalah Ducati Panigale V4S dan Honda BeAT. Video tersebut diunggah oleh akun Instagram @lowslowmotif. Terlihat pada video, pengendara Honda BeAT sedang berbelok, lalu dari arah samping ditabrak oleh pengendara Ducati. ""Viral di media sosial sebuah video yang memperlihatkan kecel*k*an antara motor Ducati dengan motor matik jenis Honda Beat di Lhokseumawe, Aceh, Minggu (11/8),"" tulis keterangan pada unggahan tersebut. Training Director Safety Defensive Consultant Indonesia (SDCI) Sony Susmana, mengatakan, etika berlalu lintas dibutuhkan untuk menghindari risiko-risiko bahaya tabrakan, tidak ada yang menang atau kalah. Tetapi jika mengacu pada etika, harusnya yang memotong jalan yang harus menunggu kosong. Judulnya saja mengambil lajur orang, apalagi jika berlawanan arah, pastinya harus dengan perhitungan yang matang. Tidak bisa asal menerobos,"" ujar Sony, saat dihubungi Kompas.com, belum lama ini. Menurut Sony, Panigale V4S yang memiliki tenaga besar juga tidak bisa sembarangan. Sebaiknya, tetap memerhatikan jarak dan teknik pengereman, karena momentumnya pasti besar.   ""Ini ada risiko-risiko yang harus diantisipasi jika terdapat objek yang menyeberang atau mengerem mendadak,"" kata Sony. ""Boleh buka gas, tetapi harus gradual dan melihat kondisi lalu lintas di depan, kalau ramai sebaiknya biarkan gelinding dan dibantu pengereman. Jadi, kalau setelah kecelakaan terus salah-salahan, tidak ada gunanya, karena keduanya sudah hancur lebur,"" ujarnya.   Untuk diketahui, Panigale V4S memiliki kapasitas mesin 1.103 cc yang memiliki tenaga sebesar 211 tk pada 13.000 rpm, dan torsi 124 Nm di putaran 10.000 rpm. Fitrunya pun sudah beragam, dan paling menariknya lagi, motor sport ini memiliki bobot yang cukup ringan, yakni hanya 195 kg. Pada 2019, motor yang sering digunakan untuk latihan para pebalap MotoGP ini harganya tembus Rp 1,2 miliar. "
"Banyak Kecelakaan, Idealnya Motor 125 cc Sudah Pakai ABS",https://otomotif.kompas.com/read/2024/08/17/080200715/banyak-kecelakaan-idealnya-motor-125-cc-sudah-pakai-abs,17 Agustus 2024,"JAKARTA, KOMPAS.com - Ketua Subkomite Lalu Lintas Angkutan Jalan Komite KNKT Ahmad Wildan, ingin agar sepeda motor di Indonesia wajib pakai piranti anti-lock braking system (ABS). Wildan mengatakan, saat ini pihaknya masih menggodok wacana perubahan PP 55 Tahun 2012 tentang kendaraan, yang mana salah satunya di dalam wacana itu soal motor wajib pakai piranti ABS. Wildan mengatakan, secara pribadi dia ingin bukan cuma motor berkapasitas besar yang memakai ABS tapi juga motor-motor kecil bahkan mulai dari kubikasi 125 cc.  “Buat apa kami mengatur yang 250 cc karena hampir semua yang 250 cc itu sudah pakai (ABS). Kalau saya lebih cenderung yang diatur ialah yag belum, yaitu 125 cc bahkan,” ujar Wildan kepada Kompas.com belum lama ini. “Iya karena banyak (motor) 125 cc yang jalannya cepat. (Honda) Vario saja 125 cc bisa lari 80 Kpj, di jalanan biasa itu direm mendadak akan selip jika tidak pakai ABS,” katanya. Wildan juga menyoroti mengenai peraturan baru di Malaysia. Mulai 1 Januari 2025, semua motor baru berkapasitas 150 cc ke atas yang dijual di Malaysia harus pakai ABS. Padahal sebelumnya hanya untuk motor 250 cc ke atas. “Kalau bicara motor di atas 250 cc semua sudah hampir pakai ABS karena dia menyesuaikan dengan (kemampuan motornya) jadi sia-sia, kami tidak mau usulkan regulasi yang secara ekosistem mereka sudah menggunakan,” ujarnya.   Meski demikian, Wildan belum bisa kapan wacana perubahan PP 55 Tahun 2012 tersebut akan diajukan ke DPR. “Itu Prolegnas (Program Legislasi Nasional), peraturan pemerintah jadi harus ke DPR,"" katanya. ""Ini masih dalam bentuk konsep RPP (Rancangan Peraturan Pemerintah), konsepnya. Ini belum maju ke DPR, belum, baru inisiatif dari pemerintahnya mengajukan ke DPR dan ini masih menggalang info, masukan-masukan,” ujarnya. "
