tag,title,link,date
sepeda-onthel,Polisi Masih Dalami Motif Terduga Pelaku Penculikan Anak di Tegal,https://regional.kompas.com/read/2020/05/06/20542251/polisi-masih-dalami-motif-terduga-pelaku-penculikan-anak-di-tegal,6 Mei 2020
sepeda-onthel,"Lagi, Teror Pesepeda Onthel di Tegal, Anak Perempuan 9 Tahun Diculik",https://regional.kompas.com/read/2020/05/05/16001221/lagi-teror-pesepeda-onthel-di-tegal-anak-perempuan-9-tahun-diculik,5 Mei 2020
sepeda-onthel,"Bocah 11 Tahun Dibawa Kabur dengan Sepeda Onthel, Perhiasan Dirampas Lalu Ditinggal di Pesisir Pantai",https://regional.kompas.com/read/2020/05/01/10080071/bocah-11-tahun-dibawa-kabur-dengan-sepeda-onthel-perhiasan-dirampas-lalu,1 Mei 2020
sepeda-onthel,"Kayuh Sepeda Onthel Sejauh 276 Kilometer untuk Kembalikan Dompet, Afuk Dapat Hadiah",https://regional.kompas.com/read/2019/09/27/13165841/kayuh-sepeda-onthel-sejauh-276-kilometer-untuk-kembalikan-dompet-afuk-dapat,27 September 2019
sepeda-onthel,"Kisah Afuk, Kayuh Sepeda Onthel Sejauh 276 Kilometer untuk Kembalikan Dompet",https://regional.kompas.com/read/2019/09/16/12575231/kisah-afuk-kayuh-sepeda-onthel-sejauh-276-kilometer-untuk-kembalikan-dompet,16 September 2019
sepeda-onthel,"Kisah Yu Sum Berjualan Oleh-oleh Khas Jogja, Pakai Sepeda Onthel hingga Kini Beromzet Rp 30 Juta",https://regional.kompas.com/read/2019/05/13/11104991/kisah-yu-sum-berjualan-oleh-oleh-khas-jogja-pakai-sepeda-onthel-hingga-kini,13 Mei 2019
sepeda-onthel,"Hadir di Deklarasi Alumni Jogja SATUkan Indonesia, Jokowi Naik Sepeda Onthel",https://regional.kompas.com/read/2019/03/23/11354651/hadir-di-deklarasi-alumni-jogja-satukan-indonesia-jokowi-naik-sepeda-onthel,23 Maret 2019
sepeda-onthel,"Binter Merzy ""Sepeda Onthel""",https://otomotif.kompas.com/read/xml/2016/11/08/142200015/binter.merzy.sepeda.onthel.,8 November 2016
sepeda-onthel,"Dengan Sepeda Onthel, Pria Ini Taklukkan Puluhan Gunung di Indonesia",https://regional.kompas.com/read/xml/2015/03/25/17203431/Dengan.Sepeda.Onthel.Pria.Ini.Taklukkan.Puluhan.Gunung.di.Indonesia,25 Maret 2015
sepeda-onthel,Magelang Sediakan Sepeda Onthel untuk Punguti Sampah,https://regional.kompas.com/read/xml/2015/03/20/20002411/Magelang.Sediakan.Sepeda.Onthel.untuk.Punguti.Sampah,20 Maret 2015
sepeda-onthel,Kades Baru Diarak Pakai Puluhan Sepeda Onthel,https://regional.kompas.com/read/xml/2014/01/08/1356542/Kades.Baru.Diarak.Pakai.Puluhan.Sepeda.Onthel.,8 Januari 2014
sepeda-onthel,"Kendal Larang Siswa SMP Bawa Motor, Dorong Penggunaan Sepeda ""Onthel""",https://regional.kompas.com/read/xml/2013/09/14/1336550/Kendal.Larang.Siswa.SMP.Bawa.Motor.Dorong.Penggunaan.Sepeda.Onthel.,14 September 2013
sepeda-listrik,"Sepeda Listrik Dilarang di Jalan Raya, Satlantas Tangsel Imbau Penyewa Patuh",https://megapolitan.kompas.com/read/2025/04/29/23345061/sepeda-listrik-dilarang-di-jalan-raya-satlantas-tangsel-imbau-penyewa,29 April 2025
sepeda-listrik,"Ancam Keselamatan, Sepeda Listrik Dilarang di Jalanan Tangsel",https://megapolitan.kompas.com/read/2025/04/29/23223351/ancam-keselamatan-sepeda-listrik-dilarang-di-jalanan-tangsel,29 April 2025
sepeda-listrik,Tiga Pilihan Kendaraan Listrik dengan Desain Mewah,https://otomotif.kompas.com/read/2025/03/20/101150915/tiga-pilihan-kendaraan-listrik-dengan-desain-mewah,20 Maret 2025
sepeda-listrik,"Putri Tertipu Beli Sepeda Listrik, Laporan ke Polisi Sempat Ditolak Lalu Curhat ke Damkar",https://www.kompas.com/jawa-timur/read/2025/03/16/192900288/putri-tertipu-beli-sepeda-listrik-laporan-ke-polisi-sempat-ditolak,16 Maret 2025
sepeda-listrik,Alva Percaya Diri Pasar Motor Listrik Tetap Tumbuh,https://otomotif.kompas.com/read/2025/03/10/091200515/alva-percaya-diri-pasar-motor-listrik-tetap-tumbuh,10 Maret 2025
sepeda-listrik,Dua Bocah Tabrak Gerobak Siomay Saat Kendarai Sepeda Listrik di Tangsel,https://megapolitan.kompas.com/read/2025/01/23/20552151/dua-bocah-tabrak-gerobak-siomay-saat-kendarai-sepeda-listrik-di-tangsel,23 Januari 2025
sepeda-listrik,Sandy Permana Dibunuh Nanang “Gimbal” Saat Kendarai Sepeda Listrik,https://megapolitan.kompas.com/read/2025/01/16/11470171/sandy-permana-dibunuh-nanang-gimbal-saat-kendarai-sepeda-listrik,16 Januari 2025
sepeda-listrik,Kasatlantas Polres Probolinggo Tegaskan Sepeda Listrik Dilarang di Jalan Umum,https://surabaya.kompas.com/read/2025/01/16/114311378/kasatlantas-polres-probolinggo-tegaskan-sepeda-listrik-dilarang-di-jalan,16 Januari 2025
sepeda-listrik,"Korban Tangkap Sendiri Pencuri Sepeda Listrik di Tegal, lalu Diserahkan ke Polisi",https://regional.kompas.com/read/2025/01/14/160507478/korban-tangkap-sendiri-pencuri-sepeda-listrik-di-tegal-lalu-diserahkan-ke,14 Januari 2025
sepeda-listrik,"Video Kecelakaan Sepeda Listrik, Akibat Asal Selonong Keluar Gang",https://otomotif.kompas.com/read/2025/01/11/070200915/video-kecelakaan-sepeda-listrik-akibat-asal-selonong-keluar-gang,11 Januari 2025
sepeda-listrik,[HOAKS] Video Pengendara Sepeda Listrik Meninggal karena Tersetrum,https://www.kompas.com/cekfakta/read/2024/12/20/154329482/hoaks-video-pengendara-sepeda-listrik-meninggal-karena-tersetrum,20 Desember 2024
sepeda-listrik,Peraturan Sewa Sepeda Listrik hingga ATV di Menoreh View Kulon Progo,https://travel.kompas.com/read/2024/12/08/080800427/peraturan-sewa-sepeda-listrik-hingga-atv-di-menoreh-view-kulon-progo,8 Desember 2024
sepeda-listrik,"Berkat Hilirisasi, Indonesia Ekspor Sepeda Listrik Senilai Rp 7,8 Miliar ke Amerika dan Eropa",https://money.kompas.com/read/2024/12/04/155322126/berkat-hilirisasi-indonesia-ekspor-sepeda-listrik-senilai-rp-78-miliar-ke,4 Desember 2024
sepeda-listrik,"Indonesia Ekspor Kerupuk, Sambal hingga Sepeda Listrik ke AS dan Eropa",https://money.kompas.com/read/2024/12/04/153600726/indonesia-ekspor-kerupuk-sambal-hingga-sepeda-listrik-ke-as-dan-eropa,4 Desember 2024
sepeda-listrik,"Masih Ada Bara Api, Damkar Lakukan Pendinginan di Pabrik ""Sparepart"" Sepeda Listrik Semarang yang Terbakar",https://regional.kompas.com/read/2024/11/22/094214078/masih-ada-bara-api-damkar-lakukan-pendinginan-di-pabrik-sparepart-sepeda,22 November 2024
sepeda-listrik,"Pabrik Sparepart Sepeda Listrik di Kawasan Industri Terboyo Semarang Terbakar, Puluhan Damkar Dikerahkan",https://regional.kompas.com/read/2024/11/21/200050578/pabrik-sparepart-sepeda-listrik-di-kawasan-industri-terboyo-semarang,21 November 2024
sepeda-listrik,"Daftar Harga Sewa Kendaraan Listrik di TMII Terbaru, mulai Rp 25.000",https://travel.kompas.com/read/2024/11/12/190500327/daftar-harga-sewa-kendaraan-listrik-di-tmii-terbaru-mulai-rp-25.000,12 November 2024
sepeda-listrik,"Populasi Motor Listrik Kalah dari Sepeda Listrik, Ini Kata Alva",https://otomotif.kompas.com/read/2024/11/12/094200315/populasi-motor-listrik-kalah-dari-sepeda-listrik-ini-kata-alva,12 November 2024
sepeda-listrik,Video Bocah Naik Sepeda Listrik Bonceng 4 dan Masuk Area Carport Tetangga,https://otomotif.kompas.com/read/2024/11/02/124200315/video-bocah-naik-sepeda-listrik-bonceng-4-dan-masuk-area-carport-tetangga,2 November 2024
sepeda-listrik,"Dua e-bike Terbaru Polygon, Solusi Ramah Lingkungan untuk Transportasi Urban",https://biz.kompas.com/read/2024/10/30/102352728/dua-e-bike-terbaru-polygon-solusi-ramah-lingkungan-untuk-transportasi-urban,30 Oktober 2024
sepeda-listrik,Alasan Sepeda Listrik Belum Bisa Ditilang Polisi,https://otomotif.kompas.com/read/2024/10/12/142200315/alasan-sepeda-listrik-belum-bisa-ditilang-polisi,12 Oktober 2024
sepeda-listrik,"Pakai Sepeda Listrik di Jalan Raya, Apakah Bisa Ditilang Polisi?",https://www.kompas.com/tren/read/2024/10/08/160000265/pakai-sepeda-listrik-di-jalan-raya-apakah-bisa-ditilang-polisi-,8 Oktober 2024
sepeda-listrik,"Sopir Mengantuk, Mobil Tabrak 3 Motor, 1 Sepeda Listrik dan Toko Oleh-oleh",https://yogyakarta.kompas.com/read/2024/09/23/211146278/sopir-mengantuk-mobil-tabrak-3-motor-1-sepeda-listrik-dan-toko-oleh-oleh,23 September 2024
sepeda-listrik,"Marak Pelajar Kendarai Sepeda Listrik di Jalan Raya, Kadishub Bali: Kami Kelabakan",https://denpasar.kompas.com/read/2024/09/19/141514378/marak-pelajar-kendarai-sepeda-listrik-di-jalan-raya-kadishub-bali-kami,19 September 2024
sepeda-listrik,"Pemilik Lupa Cabut ""Charger"" Sepeda Listrik, Ruko di Wonogiri Hangus Terbakar",https://regional.kompas.com/read/2024/09/17/134949678/pemilik-lupa-cabut-charger-sepeda-listrik-ruko-di-wonogiri-hangus-terbakar,17 September 2024
sepeda-listrik,"Orangtua, Jangan Asal Beri Anak Izin Naik Sepeda Listrik",https://lifestyle.kompas.com/read/2024/09/15/100700320/orangtua-jangan-asal-beri-anak-izin-naik-sepeda-listrik,15 September 2024
sepeda-listrik,"Video Bocah Jatuh dari Sepeda Listrik, sampai Tak Sadarkan Diri",https://otomotif.kompas.com/read/2024/08/25/192100615/video-bocah-jatuh-dari-sepeda-listrik-sampai-tak-sadarkan-diri,25 Agustus 2024
sepeda-listrik,Video Bocah Naik Sepeda Listrik Tabrak Pagar Rumah dan Mobil,https://otomotif.kompas.com/read/2024/08/12/140100115/video-bocah-naik-sepeda-listrik-tabrak-pagar-rumah-dan-mobil,12 Agustus 2024
sepeda-listrik,"Tipe Kendaraan Suga BTS Saat Insiden DUI Disorot, Apa Beda Skuter dan Kickboard Listrik di Korea?",https://www.kompas.com/hype/read/2024/08/07/184730166/tipe-kendaraan-suga-bts-saat-insiden-dui-disorot-apa-beda-skuter-dan,7 Agustus 2024
sepeda-listrik,"Usai Kecelakaan Sepeda Listrik, Putra Angelina Jolie dan Brad Pitt Dikabarkan Telah Keluar dari ICU",https://www.kompas.com/hype/read/2024/08/06/204256266/usai-kecelakaan-sepeda-listrik-putra-angelina-jolie-dan-brad-pitt,6 Agustus 2024
sepeda-listrik,Pentingnya Mengatur Regulasi Sepeda Listrik di Indonesia,https://www.kompas.com/properti/read/2024/08/01/090000421/pentingnya-mengatur-regulasi-sepeda-listrik-di-indonesia,1 Agustus 2024
sepeda-listrik,"Banyak Kecelakaan, Pengamat Soroti Pengendalian Sepeda Listrik dari Hulu",https://lestari.kompas.com/read/2024/07/31/090000286/banyak-kecelakaan-pengamat-soroti-pengendalian-sepeda-listrik-dari-hulu,31 Juli 2024
sepeda-listrik,Teganya Royan Cabuli 11 Anak di Bawah Umur di Bogor dengan Modus Penyewaan Sepeda Listrik,https://megapolitan.kompas.com/read/2024/05/29/07533191/teganya-royan-cabuli-11-anak-di-bawah-umur-di-bogor-dengan-modus,29 Mei 2024
sepeda-listrik,"Hasrat Seksual Tak Tersalurkan, Pria Paruh Baya Cabuli Anak di Bawah Umur di Bogor",https://megapolitan.kompas.com/read/2024/05/28/14184671/hasrat-seksual-tak-tersalurkan-pria-paruh-baya-cabuli-anak-di-bawah-umur,28 Mei 2024
sepeda-listrik,Polisi: 11 Anak di Bogor Dicabuli Saat Sewa Sepeda Listrik,https://megapolitan.kompas.com/read/2024/05/28/13314851/polisi-11-anak-di-bogor-dicabuli-saat-sewa-sepeda-listrik,28 Mei 2024
sepeda-listrik,"Pria di Bogor Cabuli 11 Anak di Bawah Umur, Korban Diiming-imingi Tambahan Waktu Sewa Sepeda Listrik",https://megapolitan.kompas.com/read/2024/05/28/13093751/pria-di-bogor-cabuli-11-anak-di-bawah-umur-korban-diiming-imingi-tambahan,28 Mei 2024
sepeda-listrik,"Pengguna Sepeda Listrik Langgar Lalu Lintas, Apakah Bisa Kena Tilang?",https://otomotif.kompas.com/read/2024/05/24/072200115/pengguna-sepeda-listrik-langgar-lalu-lintas-apakah-bisa-kena-tilang-,24 Mei 2024
sepeda-listrik,[POPULER OTOMOTIF] Engine Brake Bisa Merusak Transmisi Matik | Video Polisi Tegur Anak Naik Sepeda Listrik | Cerita Pengendara Fortuner Kecelakaan karena Aquaplaning,https://otomotif.kompas.com/read/2024/05/24/060200715/-populer-otomotif-engine-brake-bisa-merusak-transmisi-matik-video-polisi,24 Mei 2024
sepeda-listrik,"Video Polisi Tegur Anak Naik Sepeda Listrik, Begini Aturannya",https://otomotif.kompas.com/read/2024/05/23/080200715/video-polisi-tegur-anak-naik-sepeda-listrik-begini-aturannya,23 Mei 2024
sepeda-listrik,Produsen Motor Listrik Ofero Gandeng Phylion Luncurkan Battery Lithium,https://otomotif.kompas.com/read/2024/05/03/163129015/produsen-motor-listrik-ofero-gandeng-phylion-luncurkan-battery-lithium,3 Mei 2024
sepeda-listrik,Alasan Perusahaan Ini Hadirkan Asiabike Jakarta di PEVS 2024,https://otomotif.kompas.com/read/2024/04/30/180148615/alasan-perusahaan-ini-hadirkan-asiabike-jakarta-di-pevs-2024,30 April 2024
sepeda-listrik,"Digandrungi di Eropa, Polygon Bikes Hadirkan Sepeda Elektrik SUV",https://biz.kompas.com/read/2024/04/30/115614128/digandrungi-di-eropa-polygon-bikes-hadirkan-sepeda-elektrik-suv,30 April 2024
sepeda-listrik,Warga Anambas Diimbau Tak Pakai Sepeda Listrik di Jalan Raya,https://regional.kompas.com/read/2024/04/17/204135478/warga-anambas-diimbau-tak-pakai-sepeda-listrik-di-jalan-raya,17 April 2024
sepeda-listrik,Kendaraan Ramah Lingkungan Ride-Sharing Sepeda Listrik Hadir di Kawasan Gading Serpong,https://lestari.kompas.com/read/2024/04/03/161700686/kendaraan-ramah-lingkungan-ride-sharing-sepeda-listrik-hadir-di-kawasan,3 April 2024
sepeda-listrik,"Inovasi Perahu dan Sepeda Listrik Amfibi, Gunakan Baterai LFP",https://lestari.kompas.com/read/2024/03/24/120000386/inovasi-perahu-dan-sepeda-listrik-amfibi-gunakan-baterai-lfp,24 Maret 2024
sepeda-listrik,"Sepeda Listrik Langgar Lalu Lintas, Polisi Cuma Bisa Menegur",https://otomotif.kompas.com/read/2024/03/18/164100015/sepeda-listrik-langgar-lalu-lintas-polisi-cuma-bisa-menegur,18 Maret 2024
sepeda-listrik,Video Emak-emak Naik Sepeda Listrik Roda Tiga Bukan di Jalurnya,https://otomotif.kompas.com/read/2024/03/18/141200115/video-emak-emak-naik-sepeda-listrik-roda-tiga-bukan-di-jalurnya,18 Maret 2024
sepeda-listrik,"BYD Siapkan Baterai Motor Listrik, Pakai Blade Battery",https://otomotif.kompas.com/read/2024/02/27/174100915/byd-siapkan-baterai-motor-listrik-pakai-blade-battery,27 Februari 2024
sepeda-listrik,Kecelakaan Bocah Naik Sepeda Listrik di Jalan Raya Kembali Terulang,https://otomotif.kompas.com/read/2024/02/19/063100415/kecelakaan-bocah-naik-sepeda-listrik-di-jalan-raya-kembali-terulang,19 Februari 2024
sepeda-listrik,Naik Bus PO Agung Sejati Bisa Dapat Sepeda Listrik,https://otomotif.kompas.com/read/2024/02/12/102200115/naik-bus-po-agung-sejati-bisa-dapat-sepeda-listrik,12 Februari 2024
sepeda-listrik,Naik Sepeda Listrik di Jalan Raya Bisa Kena Sanksi,https://otomotif.kompas.com/read/2024/01/23/121200315/naik-sepeda-listrik-di-jalan-raya-bisa-kena-sanksi,23 Januari 2024
sepeda-listrik,"Ingat, Batas Usia Pengendara Sepeda Listrik Minimal 12 Tahun",https://otomotif.kompas.com/read/2024/01/22/191200815/ingat-batas-usia-pengendara-sepeda-listrik-minimal-12-tahun,22 Januari 2024
sepeda-listrik,"Sepeda Listrik Roda 3, Solusi Angkutan Kargo di Ibu Kota Kolombia",https://www.kompas.com/global/read/2024/01/22/154623770/sepeda-listrik-roda-3-solusi-angkutan-kargo-di-ibu-kota-kolombia,22 Januari 2024
sepeda-listrik,"Awas, Naik Sepeda Listrik di Jalan Raya Bisa Kena Tilang",https://otomotif.kompas.com/read/2024/01/22/121200215/awas-naik-sepeda-listrik-di-jalan-raya-bisa-kena-tilang,22 Januari 2024
sepeda-listrik,Pahami Aturan Penggunaan Sepeda Listrik di Jalan Raya,https://otomotif.kompas.com/read/2024/01/22/101200215/pahami-aturan-penggunaan-sepeda-listrik-di-jalan-raya-,22 Januari 2024
sepeda-listrik,Kenali 6 Perbedaan Sepeda Listrik dan Motor Listrik,https://otomotif.kompas.com/read/2024/01/22/091200215/kenali-6-perbedaan-sepeda-listrik-dan-motor-listrik,22 Januari 2024
sepeda-listrik,Waspada kalau Ketemu Bocah Naik Sepeda Listrik di Jalan Raya,https://otomotif.kompas.com/read/2024/01/12/160100115/waspada-kalau-ketemu-bocah-naik-sepeda-listrik-di-jalan-raya,12 Januari 2024
sepeda-listrik,"Terulang Lagi, Anak Kecil Bawa Sepeda Listrik Bonceng 3 Ditabrak Motor",https://otomotif.kompas.com/read/2024/01/12/091200615/terulang-lagi-anak-kecil-bawa-sepeda-listrik-bonceng-3-ditabrak-motor,12 Januari 2024
sepeda-listrik,"Bahaya, Makin Banyak Anak Kecil Naik Sepeda Listrik di Jalan Raya",https://otomotif.kompas.com/read/2024/01/09/101200315/bahaya-makin-banyak-anak-kecil-naik-sepeda-listrik-di-jalan-raya,9 Januari 2024
sepeda-listrik,"Kejadian Lagi, Kecelakaan Bocah Naik Sepeda Listrik di Jalan Raya",https://otomotif.kompas.com/read/2023/12/29/062200415/kejadian-lagi-kecelakaan-bocah-naik-sepeda-listrik-di-jalan-raya,29 Desember 2023
sepeda-listrik,Ini Alasan Anak Kecil Jangan Sampai Bawa Sepeda Listrik ke Jalan Raya,https://otomotif.kompas.com/read/2023/12/22/172641815/ini-alasan-anak-kecil-jangan-sampai-bawa-sepeda-listrik-ke-jalan-raya,22 Desember 2023
sepeda-listrik,"Cara Ikut Lelang Barang Gratifikasi KPK 13 Desember 2023, Ada Album BTS, Sepeda Listrik, dan PS 5",https://www.kompas.com/tren/read/2023/12/11/193000565/cara-ikut-lelang-barang-gratifikasi-kpk-13-desember-2023-ada-album-bts,11 Desember 2023
sepeda-listrik,"KPK Lelang Barang Hasil Gratifikasi, Ada Album BTS, Sepeda Listrik, hingga PS5",https://money.kompas.com/read/2023/12/10/120236526/kpk-lelang-barang-hasil-gratifikasi-ada-album-bts-sepeda-listrik-hingga-ps5,10 Desember 2023
sepeda-listrik,Orangtua Perhatikan Anak Naik Sepeda Listrik Jangan ke Jalan Raya,https://otomotif.kompas.com/read/2023/11/27/064200115/orangtua-perhatikan-anak-naik-sepeda-listrik-jangan-ke-jalan-raya,27 November 2023
sepeda-listrik,"Kecelakaan Lalu Lintas karena Anak Kecil, Apa Proses dan Hukumannya?",https://otomotif.kompas.com/read/2023/11/25/062200415/kecelakaan-lalu-lintas-karena-anak-kecil-apa-proses-dan-hukumannya,25 November 2023
sepeda-listrik,"Video Sepeda Listrik Tiga Roda, Berperilaku Berbahaya di Jalan",https://otomotif.kompas.com/read/2023/11/23/073200915/video-sepeda-listrik-tiga-roda-berperilaku-berbahaya-di-jalan,23 November 2023
sepeda-listrik,"Video Sepeda Listrik Roda Tiga Langgar Aturan di Jalan, Tidak Bisa Ditilang tapi Wajib Ditegur",https://otomotif.kompas.com/read/2023/11/22/180100515/video-sepeda-listrik-roda-tiga-langgar-aturan-di-jalan-tidak-bisa-ditilang,22 November 2023
sepeda-listrik,Pemkot Yogyakarta Tertibkan Pelanggaran Penyewaan Sepeda Listrik,https://www.kompas.com/tren/read/2023/11/14/163000865/pemkot-yogyakarta-tertibkan-pelanggaran-penyewaan-sepeda-listrik,14 November 2023
sepeda-listrik,Mobil Bermuatan Sepeda Listrik Terbakar di Jalan Tol Pekanbaru-Dumai,https://regional.kompas.com/read/2023/11/04/194939278/mobil-bermuatan-sepeda-listrik-terbakar-di-jalan-tol-pekanbaru-dumai,4 November 2023
sepeda-listrik,"Tabrakan Sepeda Listrik vs Motor di Palabuhanratu, 1 Anak SD Cedera Kepala",https://bandung.kompas.com/read/2023/11/03/182913878/tabrakan-sepeda-listrik-vs-motor-di-palabuhanratu-1-anak-sd-cedera-kepala,3 November 2023
sepeda-listrik,"Pi-Pop, Sepeda Listrik Pertama Tanpa Baterai Litium",https://lestari.kompas.com/read/2023/10/31/060000486/pi-pop-sepeda-listrik-pertama-tanpa-baterai-litium,31 Oktober 2023
sepeda-listrik,Polisi Kota Malang Tegaskan Sepeda Listrik Tak Boleh Digunakan di Jalan Raya,https://surabaya.kompas.com/read/2023/10/25/170024978/polisi-kota-malang-tegaskan-sepeda-listrik-tak-boleh-digunakan-di-jalan,25 Oktober 2023
sepeda-listrik,Kebakaran Ferry di Pelabuhan Bakauheni Diduga karena Baterai Sepeda Listrik,https://regional.kompas.com/read/2023/10/21/194825678/kebakaran-ferry-di-pelabuhan-bakauheni-diduga-karena-baterai-sepeda-listrik,21 Oktober 2023
sepeda-listrik,Sinar Mas Land dan Beam Mobility Luncurkan Layanan Ride-Sharing Sepeda Listrik di BSD City,https://biz.kompas.com/read/2023/10/18/150018628/sinar-mas-land-dan-beam-mobility-luncurkan-layanan-ride-sharing-sepeda-listrik,18 Oktober 2023
sepeda-listrik,Sepeda Listrik Polygon Raih Penghargaan Desain di Jepang,https://lifestyle.kompas.com/read/2023/10/09/104750720/sepeda-listrik-polygon-raih-penghargaan-desain-di-jepang,9 Oktober 2023
sepeda-listrik,Kota Malang Sediakan Sepeda Listrik di Kayutangan Heritage dan Kampus,https://surabaya.kompas.com/read/2023/10/04/160626278/kota-malang-sediakan-sepeda-listrik-di-kayutangan-heritage-dan-kampus,4 Oktober 2023
sepeda-listrik,Bocil Kabur Usai Tabrak Mobil Saat Pakai Sepeda Listrik,https://otomotif.kompas.com/read/2023/10/02/172100015/bocil-kabur-usai-tabrak-mobil-saat-pakai-sepeda-listrik,2 Oktober 2023
sepeda-listrik,"Didukung Subsidi dari Pemerintah, Permintaan Motor dan Sepeda Listrik United Bike Melonjak",https://money.kompas.com/read/2023/09/22/100000326/didukung-subsidi-dari-pemerintah-permintaan-motor-dan-sepeda-listrik-united,22 September 2023
sepeda-listrik,"Minat Motor dan Sepeda Listrik Melonjak, Produsen United Bike Bakal Ekspansi Pabrik",https://money.kompas.com/read/2023/09/22/083000126/minat-motor-dan-sepeda-listrik-melonjak-produsen-united-bike-bakal-ekspansi,22 September 2023
sepeda-listrik,Kasus Motor Listrik Terbakar Meningkat di Inggris,https://otomotif.kompas.com/read/2023/09/20/082200515/kasus-motor-listrik-terbakar-meningkat-di-inggris,20 September 2023
sepeda-listrik,[POPULER OTOMOTIF] Hasil Investigasi Rangka eSAF | Marquez Sindir Rossi Lagi | Alasan Sepeda Listrik Tidak Punya STNK,https://otomotif.kompas.com/read/2023/09/16/060200215/-populer-otomotif-hasil-investigasi-rangka-esaf-marquez-sindir-rossi-lagi,16 September 2023
sepeda-listrik,Alasan Sepeda Listrik Tidak Punya STNK dan BPKB,https://otomotif.kompas.com/read/2023/09/15/140100515/alasan-sepeda-listrik-tidak-punya-stnk-dan-bpkb,15 September 2023
sepeda-listrik,Pengguna Sepeda Listrik di Jalan Raya Kabupaten Bandung Bakal Ditilang dan Disita,https://bandung.kompas.com/read/2023/09/08/130307978/pengguna-sepeda-listrik-di-jalan-raya-kabupaten-bandung-bakal-ditilang-dan,8 September 2023
sepeda-listrik,"Larang Kendaraan Pribadi, TMII Sewakan Sepeda Listrik Rp 70.000 Per 30 Menit",https://megapolitan.kompas.com/read/2023/09/04/14124721/larang-kendaraan-pribadi-tmii-sewakan-sepeda-listrik-rp-70000-per-30,4 September 2023
sepeda-listrik,Syarat dan Tarif Sewa Sepeda Listrik untuk Berkeliling di TMII,https://megapolitan.kompas.com/read/2023/09/04/11333931/syarat-dan-tarif-sewa-sepeda-listrik-untuk-berkeliling-di-tmii,4 September 2023
sepeda-listrik,"Berkeliling Naik Skuter Listrik di TMII, Alternatif Saat Sepeda Listrik Habis Disewa",https://megapolitan.kompas.com/read/2023/09/03/13222881/berkeliling-naik-skuter-listrik-di-tmii-alternatif-saat-sepeda-listrik,3 September 2023
sepeda-listrik,45 Sepeda Listrik Hangus Terbakar Saat Diangkut Menggunakan Truk,https://regional.kompas.com/read/2023/09/03/080600478/45-sepeda-listrik-hangus-terbakar-saat-diangkut-menggunakan-truk,3 September 2023
sepeda-listrik,Truk Pengangkut Puluhan Sepeda Listrik Terbakar di Pantura Brebes,https://regional.kompas.com/read/2023/09/02/124347678/truk-pengangkut-puluhan-sepeda-listrik-terbakar-di-pantura-brebes,2 September 2023
sepeda-listrik,Korlantas Tegaskan Larangan Penggunaan Sepeda Listrik di Jalan Umum,https://otomotif.kompas.com/read/2023/08/17/071200015/korlantas-tegaskan-larangan-penggunaan-sepeda-listrik-di-jalan-umum,17 Agustus 2023
sepeda-listrik,Polres Metro Depok Larang Penggunaan Sepeda Listrik di Jalan Raya,https://otomotif.kompas.com/read/2023/08/15/062200915/polres-metro-depok-larang-penggunaan-sepeda-listrik-di-jalan-raya,15 Agustus 2023
sepeda-listrik,Polisi Ingatkan Pengemudi Sepeda Listrik Minimal 12 Tahun,https://megapolitan.kompas.com/read/2023/08/14/16180411/polisi-ingatkan-pengemudi-sepeda-listrik-minimal-12-tahun,14 Agustus 2023
sepeda-listrik,"Polres Depok Tindak Pengemudi Sepeda Listrik di Jalan Raya, Ini Landasan Hukumnya",https://megapolitan.kompas.com/read/2023/08/14/15581931/polres-depok-tindak-pengemudi-sepeda-listrik-di-jalan-raya-ini-landasan,14 Agustus 2023
sepeda-listrik,Polres Depok Akan Tindak Warga yang Kemudikan Sepeda Listrik di Jalan Raya,https://megapolitan.kompas.com/read/2023/08/14/14532691/polres-depok-akan-tindak-warga-yang-kemudikan-sepeda-listrik-di-jalan,14 Agustus 2023
sepeda-listrik,"Aturan Sepeda Listrik di Jalan Umum, Bisa Kena Tilang jika Melanggar",https://www.kompas.com/tren/read/2023/08/14/103000465/aturan-sepeda-listrik-di-jalan-umum-bisa-kena-tilang-jika-melanggar,14 Agustus 2023
sepeda-listrik,Korlantas Sebut Kecepatan Sepeda Listrik Tidak Boleh Melebihi 35 Kpj,https://otomotif.kompas.com/read/2023/08/10/065200115/korlantas-sebut-kecepatan-sepeda-listrik-tidak-boleh-melebihi-35-kpj,10 Agustus 2023
sepeda-listrik,Penggunaan Sepeda Listrik Dilarang di Jalan Raya Kota Bandung,https://bandung.kompas.com/read/2023/08/08/105023478/penggunaan-sepeda-listrik-dilarang-di-jalan-raya-kota-bandung,8 Agustus 2023
sepeda-listrik,Polisi Imbau Orangtua Jangan Beli Sepeda Listrik untuk Anak,https://otomotif.kompas.com/read/2023/08/08/091200415/polisi-imbau-orangtua-jangan-beli-sepeda-listrik-untuk-anak,8 Agustus 2023
sepeda-listrik,"Cegah Kecelakaan Sepeda Listrik, Butuh Sarana yang Memadai",https://otomotif.kompas.com/read/2023/08/06/172100715/cegah-kecelakaan-sepeda-listrik-butuh-sarana-yang-memadai,6 Agustus 2023
